investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002151,10/24/2024,119598,SIP,2163,Rajasthan,Jaipur,T30,26-35,Female,18.1,Mandate,Pending
INV003896,10/24/2024,101207,SIP,16560,Haryana,Faridabad,B30,56+,Female,14.3,Mandate,Verified
INV000854,10/24/2024,101206,SIP,24341,Karnataka,Bangalore,T30,46-55,Female,79.7,UPI,Pending
INV003311,10/24/2024,119120,SIP,2641,Madhya Pradesh,Bhopal,B30,26-35,Male,9.5,UPI,Verified
INV002608,10/24/2024,120504,SIP,1044,Uttar Pradesh,Agra,B30,36-45,Female,22.2,Cheque,Verified
INV000564,10/24/2024,101206,SIP,8944,Maharashtra,Nashik,B30,56+,Female,58.4,Mandate,Verified
INV003800,10/24/2024,102885,Lumpsum,542102,Madhya Pradesh,Bhopal,B30,26-35,Male,18.8,Mandate,Verified
INV004437,10/24/2024,118635,Lumpsum,466647,Telangana,Hyderabad,T30,26-35,Male,13.7,UPI,Verified
INV001083,10/24/2024,149323,SIP,970,Gujarat,Ahmedabad,T30,46-55,Male,16.4,Cheque,Verified
INV001412,10/24/2024,119095,Lumpsum,239375,Punjab,Amritsar,B30,46-55,Female,73.4,Cheque,Verified
INV002082,10/24/2024,118635,SIP,7562,Telangana,Hyderabad,T30,36-45,Male,59.5,UPI,Verified
INV003897,10/24/2024,118635,SIP,6992,Tamil Nadu,Coimbatore,B30,26-35,Male,24,UPI,Verified
INV003736,10/24/2024,119095,Lumpsum,401723,Karnataka,Mysore,B30,18-25,Male,4.9,Mandate,Verified
INV004607,10/24/2024,118633,SIP,8447,Telangana,Hyderabad,T30,26-35,Female,7,Mandate,Verified
INV002115,10/24/2024,118632,Redemption,417019,Punjab,Chandigarh,T30,56+,Female,71.4,Net Banking,Verified
INV001755,10/24/2024,120507,Redemption,405331,Rajasthan,Udaipur,B30,36-45,Male,28.7,Cheque,Verified
INV000730,10/24/2024,125498,Redemption,38345,Maharashtra,Mumbai,T30,26-35,Male,19.5,Cheque,Pending
INV003961,10/24/2024,118633,Lumpsum,28774,Rajasthan,Udaipur,B30,46-55,Male,39.6,Net Banking,Verified
INV000427,10/24/2024,100025,Lumpsum,404236,Punjab,Amritsar,B30,56+,Female,18.6,UPI,Verified
INV002072,10/24/2024,119598,SIP,2603,Punjab,Chandigarh,T30,26-35,Female,15.2,Net Banking,Verified
INV002074,10/24/2024,100025,SIP,12248,Karnataka,Bangalore,T30,26-35,Female,6.1,Cheque,Verified
INV003258,10/24/2024,119551,SIP,7309,Rajasthan,Udaipur,B30,26-35,Male,14.7,UPI,Verified
INV004450,10/24/2024,119551,SIP,10923,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Net Banking,Verified
INV004216,10/24/2024,118632,SIP,418,Karnataka,Bangalore,T30,26-35,Male,8.3,Net Banking,Verified
INV004033,10/24/2024,148567,SIP,2053,West Bengal,Kolkata,T30,36-45,Male,56.1,Net Banking,Verified
INV001432,10/24/2024,120504,Lumpsum,423852,Uttar Pradesh,Lucknow,T30,36-45,Male,12.6,Cheque,Verified
INV004316,10/24/2024,120503,Redemption,310401,Karnataka,Bangalore,T30,46-55,Male,79.5,Mandate,Verified
INV000292,10/24/2024,101208,SIP,8376,Uttar Pradesh,Lucknow,T30,18-25,Male,3.3,UPI,Verified
INV000066,10/24/2024,148568,Lumpsum,97512,Haryana,Faridabad,B30,56+,Male,64.2,Mandate,Pending
INV002788,10/24/2024,101207,Lumpsum,543428,Uttar Pradesh,Agra,B30,26-35,Male,23.5,Mandate,Verified
INV001008,10/24/2024,149324,Redemption,368597,Rajasthan,Udaipur,B30,46-55,Male,85.8,Net Banking,Verified
INV003429,10/24/2024,119093,SIP,2422,Telangana,Hyderabad,T30,26-35,Male,16,UPI,Verified
INV004999,10/24/2024,119599,Redemption,70785,Telangana,Hyderabad,T30,26-35,Male,24.8,Mandate,Verified
INV000551,10/24/2024,119599,SIP,5910,Maharashtra,Nashik,B30,26-35,Female,13.2,Mandate,Verified
INV000514,10/24/2024,120844,SIP,12900,West Bengal,Kolkata,T30,36-45,Male,43.2,Mandate,Verified
INV001820,10/24/2024,118632,SIP,1104,Maharashtra,Mumbai,T30,36-45,Female,39.3,Net Banking,Verified
INV000549,10/24/2024,148568,SIP,58872,Tamil Nadu,Coimbatore,B30,46-55,Female,59.6,Cheque,Verified
INV000695,10/24/2024,119120,SIP,5876,Gujarat,Surat,T30,36-45,Male,48,Cheque,Verified
INV004776,10/24/2024,101206,SIP,27923,Punjab,Chandigarh,T30,36-45,Male,22.9,Net Banking,Verified
INV003780,10/25/2024,119598,SIP,2894,Haryana,Faridabad,B30,26-35,Male,10.1,UPI,Pending
INV001565,10/25/2024,118633,Lumpsum,17348,West Bengal,Kolkata,T30,26-35,Female,7.7,Mandate,Verified
INV003471,10/25/2024,120843,Lumpsum,175399,Maharashtra,Nashik,B30,36-45,Male,15,Mandate,Verified
INV001938,10/25/2024,149324,SIP,4463,Karnataka,Mysore,B30,26-35,Male,17.4,UPI,Verified
INV003897,10/25/2024,125498,SIP,558,Tamil Nadu,Coimbatore,B30,26-35,Male,24,Mandate,Verified
INV004724,10/25/2024,119552,SIP,7507,Telangana,Hyderabad,T30,26-35,Male,24.1,UPI,Pending
INV001938,10/25/2024,101207,SIP,2477,Karnataka,Mysore,B30,26-35,Male,17.4,UPI,Verified
INV002401,10/25/2024,100016,Lumpsum,222011,West Bengal,Kolkata,T30,26-35,Male,20.9,Mandate,Verified
INV000065,10/25/2024,120507,SIP,5659,Maharashtra,Mumbai,T30,46-55,Female,43.2,Mandate,Verified
INV004020,10/25/2024,119092,SIP,417,Rajasthan,Jaipur,T30,18-25,Male,7.6,UPI,Verified
INV000303,10/25/2024,149323,Lumpsum,136877,West Bengal,Kolkata,T30,18-25,Female,5,Net Banking,Verified
INV002111,10/25/2024,148569,SIP,20406,Telangana,Hyderabad,T30,36-45,Female,29.2,UPI,Pending
INV004495,10/25/2024,101207,Redemption,246543,Punjab,Amritsar,B30,36-45,Female,24.4,Net Banking,Verified
INV002458,10/25/2024,101207,Redemption,63969,West Bengal,Kolkata,T30,18-25,Male,7.1,UPI,Verified
INV002287,10/25/2024,120841,SIP,11982,Madhya Pradesh,Bhopal,B30,46-55,Male,64.1,UPI,Verified
INV003061,10/25/2024,120507,Redemption,264962,Uttar Pradesh,Lucknow,T30,26-35,Female,11.9,Net Banking,Verified
INV001971,10/25/2024,120506,SIP,5959,Gujarat,Ahmedabad,T30,26-35,Male,21,Mandate,Verified
INV004135,10/25/2024,118635,Redemption,235865,Tamil Nadu,Coimbatore,B30,26-35,Female,18.7,Cheque,Verified
INV003705,10/25/2024,119095,SIP,43153,Telangana,Hyderabad,T30,26-35,Male,8,Mandate,Verified
INV000839,10/25/2024,101206,Lumpsum,126285,Gujarat,Surat,T30,26-35,Male,9.5,UPI,Verified
INV003063,10/25/2024,101206,SIP,9044,Maharashtra,Mumbai,T30,36-45,Female,45,Cheque,Verified
INV002343,10/25/2024,120505,SIP,2358,Punjab,Amritsar,B30,26-35,Male,22.1,Mandate,Pending
INV003707,10/25/2024,149324,Lumpsum,425882,Telangana,Hyderabad,T30,36-45,Female,55.5,Net Banking,Verified
INV004498,10/25/2024,120504,Lumpsum,16567,Punjab,Chandigarh,T30,26-35,Male,6.7,Mandate,Verified
INV004560,10/25/2024,120842,SIP,6741,Tamil Nadu,Coimbatore,B30,36-45,Male,42.7,Net Banking,Verified
INV002724,10/25/2024,148568,Lumpsum,287405,Rajasthan,Udaipur,B30,36-45,Male,26.3,Cheque,Verified
INV000392,10/25/2024,119552,SIP,6746,Gujarat,Surat,T30,26-35,Female,16.6,Cheque,Verified
INV001990,10/25/2024,120505,Redemption,346765,Punjab,Amritsar,B30,26-35,Male,9.3,Net Banking,Verified
INV004900,10/25/2024,102885,SIP,21357,Delhi,Noida,T30,36-45,Male,32.1,Net Banking,Verified
INV002364,10/25/2024,149323,SIP,10185,Rajasthan,Jaipur,T30,46-55,Male,51.3,Net Banking,Verified
INV000876,10/25/2024,119092,SIP,40548,Tamil Nadu,Chennai,T30,26-35,Male,17.4,UPI,Verified
INV000384,10/25/2024,120842,SIP,6271,Tamil Nadu,Coimbatore,B30,18-25,Female,6.5,Cheque,Verified
INV002927,10/25/2024,101206,SIP,2356,Punjab,Amritsar,B30,56+,Male,29.1,Net Banking,Verified
INV004356,10/25/2024,119552,SIP,2258,West Bengal,Kolkata,T30,36-45,Male,37.3,Net Banking,Verified
INV003730,10/25/2024,101206,Redemption,563530,Madhya Pradesh,Bhopal,B30,26-35,Male,23.1,Cheque,Verified
INV000843,10/25/2024,149323,SIP,520,Maharashtra,Mumbai,T30,26-35,Male,10.2,Mandate,Verified
INV000267,10/25/2024,101207,SIP,1693,Telangana,Hyderabad,T30,26-35,Male,17.7,Net Banking,Verified
INV002676,10/25/2024,148567,Lumpsum,540337,Delhi,Gurugram,T30,46-55,Male,81,UPI,Verified
INV000969,10/25/2024,118634,SIP,1945,Uttar Pradesh,Lucknow,T30,18-25,Male,6.2,Net Banking,Verified
INV000223,10/25/2024,120843,SIP,14215,West Bengal,Kolkata,T30,26-35,Male,6.3,Mandate,Verified
INV004487,10/25/2024,120505,SIP,1077,Maharashtra,Nashik,B30,26-35,Female,24.4,Net Banking,Verified
INV004611,10/25/2024,102885,SIP,51748,Madhya Pradesh,Bhopal,B30,18-25,Female,6.1,Mandate,Verified
INV003634,10/25/2024,118636,Lumpsum,221284,Punjab,Chandigarh,T30,46-55,Female,87.5,Mandate,Verified
INV002188,10/25/2024,119094,Redemption,171623,Rajasthan,Jaipur,T30,26-35,Male,19.1,Net Banking,Verified
INV003568,10/25/2024,100025,SIP,15448,Tamil Nadu,Chennai,T30,18-25,Female,5.3,Net Banking,Verified
INV004300,10/25/2024,149324,SIP,1096,West Bengal,Kolkata,T30,26-35,Male,12.4,Net Banking,Verified
INV003116,10/25/2024,120842,Redemption,244919,Rajasthan,Udaipur,B30,26-35,Female,8.7,Mandate,Verified
INV004583,10/25/2024,120503,Lumpsum,558033,Maharashtra,Nashik,B30,26-35,Male,13.9,UPI,Verified
INV004796,10/25/2024,149324,Redemption,427544,Delhi,Noida,T30,18-25,Male,4.6,Mandate,Verified
INV003509,10/25/2024,120505,SIP,6805,Haryana,Gurugram,T30,36-45,Male,14.5,Cheque,Verified
INV003231,10/25/2024,120506,SIP,2693,Haryana,Gurugram,T30,26-35,Male,9.1,Net Banking,Verified
INV004848,10/25/2024,101207,SIP,53298,Haryana,Gurugram,T30,26-35,Male,15.6,UPI,Verified
INV004662,10/25/2024,120505,Redemption,108818,Gujarat,Surat,T30,56+,Male,78.9,Mandate,Verified
INV004577,10/25/2024,119598,SIP,58369,Rajasthan,Jaipur,T30,56+,Male,56.9,UPI,Verified
INV002103,10/25/2024,102886,SIP,2704,Maharashtra,Nashik,B30,26-35,Male,24.1,Mandate,Verified
INV003691,10/25/2024,120507,Lumpsum,392328,Haryana,Faridabad,B30,18-25,Male,3.1,UPI,Verified
INV000351,10/26/2024,102886,SIP,1101,Madhya Pradesh,Indore,T30,56+,Female,62.9,Mandate,Pending
INV002109,10/26/2024,120505,Lumpsum,287443,Tamil Nadu,Coimbatore,B30,26-35,Male,14.4,UPI,Verified
INV000361,10/26/2024,120503,Redemption,393866,Maharashtra,Pune,T30,46-55,Male,27.1,UPI,Verified
INV004072,10/26/2024,120844,SIP,2341,Delhi,New Delhi,T30,36-45,Male,50.6,UPI,Verified
INV001595,10/26/2024,149322,Redemption,6813,Gujarat,Ahmedabad,T30,56+,Male,78.5,Net Banking,Verified
INV002282,10/26/2024,118633,Lumpsum,416181,West Bengal,Kolkata,T30,36-45,Male,53.7,Cheque,Verified
INV002102,10/26/2024,118636,SIP,508,Madhya Pradesh,Bhopal,B30,26-35,Male,9.2,UPI,Pending
INV000477,10/26/2024,119599,Redemption,409420,Uttar Pradesh,Lucknow,T30,18-25,Female,5.3,Mandate,Verified
INV000379,10/26/2024,125497,SIP,49567,Maharashtra,Pune,T30,46-55,Male,52,Mandate,Verified
INV001316,10/26/2024,102886,SIP,801,Punjab,Chandigarh,T30,18-25,Male,7.3,UPI,Verified
INV003008,10/26/2024,120841,Redemption,363213,Rajasthan,Jaipur,T30,36-45,Female,37.4,UPI,Verified
INV001314,10/26/2024,118634,SIP,2250,Gujarat,Ahmedabad,T30,26-35,Female,19.2,Cheque,Verified
INV000981,10/26/2024,118636,Lumpsum,76895,West Bengal,Kolkata,T30,36-45,Female,59.7,Cheque,Verified
INV004492,10/26/2024,119120,Lumpsum,17292,Madhya Pradesh,Bhopal,B30,26-35,Male,18.6,Mandate,Verified
INV001526,10/26/2024,149324,SIP,14065,Madhya Pradesh,Bhopal,B30,26-35,Female,19.1,Net Banking,Verified
INV003582,10/26/2024,125497,Lumpsum,399879,Uttar Pradesh,Kanpur,B30,36-45,Male,43.1,Net Banking,Verified
INV001783,10/26/2024,120505,Lumpsum,389410,Madhya Pradesh,Bhopal,B30,36-45,Female,52.6,Cheque,Verified
INV002703,10/26/2024,118634,Lumpsum,110423,Punjab,Amritsar,B30,18-25,Male,3.1,Mandate,Verified
INV000646,10/26/2024,119120,SIP,46760,Uttar Pradesh,Lucknow,T30,26-35,Female,23.9,UPI,Verified
INV004012,10/26/2024,101207,SIP,3286,Delhi,Noida,T30,46-55,Male,82.3,Mandate,Verified
INV003686,10/26/2024,100033,Lumpsum,26378,Gujarat,Surat,T30,18-25,Male,3.8,UPI,Verified
INV000706,10/26/2024,119093,SIP,3419,Telangana,Hyderabad,T30,26-35,Female,7.3,UPI,Verified
INV003397,10/26/2024,119094,SIP,1177,Haryana,Faridabad,B30,26-35,Male,11.7,Cheque,Verified
INV004014,10/26/2024,119598,Lumpsum,410294,Telangana,Hyderabad,T30,56+,Female,27.2,Net Banking,Verified
INV002781,10/26/2024,118632,SIP,970,Tamil Nadu,Chennai,T30,26-35,Female,13.3,UPI,Verified
INV001852,10/26/2024,120505,SIP,41036,Telangana,Hyderabad,T30,26-35,Male,21.7,Mandate,Verified
INV001193,10/26/2024,148567,SIP,1996,Delhi,New Delhi,T30,46-55,Female,66.3,Cheque,Verified
INV002714,10/26/2024,119095,SIP,26201,West Bengal,Kolkata,T30,46-55,Male,65.7,Mandate,Verified
INV001074,10/26/2024,119092,Lumpsum,64848,Gujarat,Ahmedabad,T30,56+,Female,57.4,Cheque,Verified
INV001443,10/26/2024,120507,SIP,17933,Uttar Pradesh,Kanpur,B30,46-55,Female,79.8,Mandate,Verified
INV003856,10/26/2024,101207,SIP,3157,Madhya Pradesh,Indore,T30,36-45,Male,46.7,Net Banking,Pending
INV002410,10/26/2024,125498,SIP,2285,Uttar Pradesh,Kanpur,B30,26-35,Male,8.7,UPI,Verified
INV003416,10/26/2024,118632,Redemption,76743,West Bengal,Kolkata,T30,26-35,Male,22.3,Mandate,Pending
INV003860,10/26/2024,102887,Lumpsum,380838,Punjab,Chandigarh,T30,26-35,Male,20.4,Net Banking,Verified
INV001649,10/26/2024,102886,SIP,7988,Telangana,Hyderabad,T30,36-45,Male,51.5,Mandate,Verified
INV000859,10/26/2024,149322,Lumpsum,23455,Gujarat,Surat,T30,18-25,Female,7.1,Cheque,Verified
INV004899,10/26/2024,100033,SIP,44661,Delhi,New Delhi,T30,36-45,Male,39.4,Net Banking,Verified
INV001207,10/26/2024,148568,SIP,4151,Karnataka,Bangalore,T30,18-25,Male,5.9,Cheque,Verified
INV000665,10/26/2024,101206,SIP,2928,Rajasthan,Udaipur,B30,26-35,Female,6.6,UPI,Verified
INV000722,10/26/2024,149322,SIP,6077,Punjab,Chandigarh,T30,26-35,Female,8.1,UPI,Verified
INV003743,10/26/2024,119598,SIP,1659,West Bengal,Kolkata,T30,46-55,Male,79.9,Cheque,Verified
INV003253,10/26/2024,118636,Redemption,85049,West Bengal,Kolkata,T30,56+,Male,30.2,Net Banking,Verified
INV001861,10/26/2024,148568,SIP,3001,Haryana,Gurugram,T30,26-35,Female,19.4,Net Banking,Pending
INV002374,10/26/2024,100025,SIP,27436,Uttar Pradesh,Kanpur,B30,26-35,Female,8.6,UPI,Verified
INV003970,10/26/2024,118634,Lumpsum,84737,Telangana,Hyderabad,T30,18-25,Male,4.1,Mandate,Verified
INV000284,10/26/2024,149324,Lumpsum,119679,Karnataka,Mysore,B30,26-35,Male,7,Mandate,Verified
INV002365,10/26/2024,119598,Lumpsum,124835,Gujarat,Ahmedabad,T30,46-55,Male,76.9,Mandate,Pending
INV003862,10/26/2024,148568,Lumpsum,24376,Madhya Pradesh,Indore,T30,26-35,Male,17,Net Banking,Verified
INV001820,10/26/2024,118635,Lumpsum,14626,Maharashtra,Mumbai,T30,36-45,Female,39.3,UPI,Verified
INV000105,10/26/2024,102885,SIP,988,Punjab,Chandigarh,T30,56+,Male,41.4,Cheque,Verified
INV000772,10/26/2024,119092,SIP,13523,Karnataka,Bangalore,T30,56+,Female,16.1,Mandate,Verified
INV000771,10/26/2024,119551,SIP,2444,Rajasthan,Udaipur,B30,26-35,Male,10.9,Cheque,Verified
INV004345,10/26/2024,120842,Lumpsum,48123,West Bengal,Kolkata,T30,36-45,Female,33.3,UPI,Verified
INV003200,10/26/2024,119094,SIP,5731,Punjab,Chandigarh,T30,46-55,Male,61.2,UPI,Verified
INV003158,10/26/2024,120841,SIP,24603,Karnataka,Mysore,B30,26-35,Male,21.1,Mandate,Verified
INV002367,10/26/2024,101208,SIP,22541,Telangana,Hyderabad,T30,26-35,Male,13.9,Mandate,Verified
INV004303,10/26/2024,119551,SIP,12452,Punjab,Chandigarh,T30,26-35,Male,24.4,UPI,Verified
INV004374,10/26/2024,120505,SIP,6914,Maharashtra,Nashik,B30,36-45,Female,16.5,Cheque,Verified
INV002697,10/26/2024,125498,Lumpsum,141796,West Bengal,Kolkata,T30,26-35,Male,14.1,UPI,Verified
INV000021,10/27/2024,119095,Lumpsum,380396,Uttar Pradesh,Agra,B30,46-55,Male,76.8,Mandate,Verified
INV004265,10/27/2024,120505,SIP,427,Punjab,Amritsar,B30,18-25,Male,7.6,Cheque,Verified
INV001730,10/27/2024,119092,SIP,2947,Telangana,Hyderabad,T30,26-35,Male,13,UPI,Verified
INV002807,10/27/2024,102885,SIP,10617,Madhya Pradesh,Indore,T30,46-55,Male,26.7,Net Banking,Verified
INV002281,10/27/2024,120844,SIP,10563,Uttar Pradesh,Lucknow,T30,18-25,Female,3.1,UPI,Verified
INV003125,10/27/2024,118635,SIP,11257,Punjab,Chandigarh,T30,36-45,Female,30.8,Cheque,Verified
INV003230,10/27/2024,120841,SIP,11890,Punjab,Amritsar,B30,18-25,Female,3.2,UPI,Verified
INV001798,10/27/2024,120841,SIP,11643,Tamil Nadu,Chennai,T30,36-45,Female,21.3,Mandate,Verified
INV002160,10/27/2024,148569,SIP,23537,Rajasthan,Udaipur,B30,18-25,Male,6.9,Cheque,Verified
INV000583,10/27/2024,101206,Redemption,259841,Punjab,Amritsar,B30,26-35,Male,8.7,UPI,Verified
INV003745,10/27/2024,148568,SIP,5835,West Bengal,Kolkata,T30,36-45,Male,17.8,Mandate,Verified
INV002928,10/27/2024,118636,SIP,519,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,Net Banking,Verified
INV003124,10/27/2024,118632,Redemption,429530,West Bengal,Kolkata,T30,36-45,Male,28.8,Net Banking,Verified
INV003212,10/27/2024,102887,SIP,5234,West Bengal,Kolkata,T30,26-35,Male,17.2,Net Banking,Verified
INV004974,10/27/2024,120842,SIP,23652,Gujarat,Ahmedabad,T30,56+,Female,62.6,Mandate,Verified
INV000115,10/27/2024,102887,Lumpsum,414902,Tamil Nadu,Coimbatore,B30,36-45,Male,16.6,Cheque,Verified
INV001972,10/27/2024,102885,SIP,2277,Uttar Pradesh,Kanpur,B30,18-25,Male,4.6,Mandate,Verified
INV001895,10/27/2024,119095,Redemption,60083,Gujarat,Ahmedabad,T30,36-45,Male,56.4,Net Banking,Verified
INV004294,10/27/2024,120504,Lumpsum,430303,Punjab,Chandigarh,T30,56+,Female,76,Net Banking,Verified
INV003650,10/27/2024,119093,SIP,832,Telangana,Hyderabad,T30,46-55,Male,87.3,UPI,Verified
INV001587,10/27/2024,120841,SIP,4395,Punjab,Chandigarh,T30,26-35,Male,22.3,Net Banking,Verified
INV002378,10/27/2024,118632,SIP,44595,Haryana,Gurugram,T30,26-35,Male,12.1,Net Banking,Pending
INV000864,10/27/2024,119092,Redemption,160313,Tamil Nadu,Chennai,T30,26-35,Female,24.9,Mandate,Verified
INV002383,10/27/2024,119093,Lumpsum,223392,Madhya Pradesh,Bhopal,B30,18-25,Female,3.2,UPI,Verified
INV003343,10/27/2024,102885,Lumpsum,392489,Telangana,Hyderabad,T30,36-45,Male,26,Mandate,Verified
INV002353,10/27/2024,100016,SIP,507,West Bengal,Kolkata,T30,46-55,Male,40.5,Net Banking,Verified
INV003480,10/27/2024,119552,Lumpsum,306291,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,UPI,Verified
INV000619,10/27/2024,101208,Redemption,506745,West Bengal,Kolkata,T30,26-35,Male,12.6,Net Banking,Pending
INV000881,10/27/2024,120505,Lumpsum,441624,Uttar Pradesh,Agra,B30,26-35,Male,17.1,Net Banking,Pending
INV004356,10/27/2024,149323,SIP,1103,West Bengal,Kolkata,T30,36-45,Male,37.3,UPI,Verified
INV002290,10/27/2024,125498,SIP,1021,Gujarat,Ahmedabad,T30,36-45,Male,24.7,Net Banking,Verified
INV003140,10/27/2024,118636,SIP,4810,West Bengal,Kolkata,T30,26-35,Male,16.9,Mandate,Verified
INV000452,10/27/2024,118636,SIP,6360,Tamil Nadu,Coimbatore,B30,26-35,Male,18.1,UPI,Verified
INV004049,10/27/2024,119598,SIP,2811,Gujarat,Ahmedabad,T30,36-45,Male,31.1,Mandate,Pending
INV001284,10/27/2024,101206,Redemption,444013,West Bengal,Kolkata,T30,36-45,Male,49,Mandate,Verified
INV001779,10/27/2024,120505,SIP,15908,Telangana,Hyderabad,T30,36-45,Male,27.4,UPI,Verified
INV002022,10/27/2024,101207,Lumpsum,348633,Tamil Nadu,Coimbatore,B30,26-35,Male,6.8,Cheque,Verified
INV002415,10/27/2024,118632,Lumpsum,409508,West Bengal,Kolkata,T30,36-45,Male,13.9,UPI,Verified
INV000761,10/27/2024,100025,SIP,528,Rajasthan,Udaipur,B30,18-25,Female,7.5,Net Banking,Verified
INV000656,10/27/2024,120503,SIP,538,Gujarat,Surat,T30,18-25,Male,5.2,Net Banking,Verified
INV000699,10/27/2024,149322,SIP,7970,Rajasthan,Jaipur,T30,18-25,Male,7.7,Mandate,Verified
INV000163,10/27/2024,119551,SIP,589,Uttar Pradesh,Kanpur,B30,46-55,Male,70.4,Cheque,Verified
INV000399,10/27/2024,102886,SIP,2121,Karnataka,Bangalore,T30,26-35,Male,14.3,Net Banking,Verified
INV001075,10/27/2024,118634,Lumpsum,135156,Punjab,Chandigarh,T30,26-35,Female,24.5,Cheque,Verified
INV000553,10/27/2024,120506,SIP,10108,Rajasthan,Jaipur,T30,36-45,Male,50.4,Mandate,Verified
INV001544,10/27/2024,102885,SIP,5161,Uttar Pradesh,Kanpur,B30,18-25,Female,5.9,Cheque,Verified
INV001854,10/27/2024,102885,Redemption,221062,Uttar Pradesh,Kanpur,B30,46-55,Male,67.3,UPI,Verified
INV003317,10/27/2024,119552,SIP,1141,Delhi,New Delhi,T30,18-25,Male,6.6,Mandate,Verified
INV004833,10/27/2024,118635,SIP,1013,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Net Banking,Pending
INV001921,10/27/2024,119095,Lumpsum,188544,Gujarat,Surat,T30,26-35,Female,13.5,Cheque,Verified
INV002316,10/27/2024,100025,SIP,1836,Punjab,Amritsar,B30,26-35,Male,16.7,Net Banking,Verified
INV001917,10/27/2024,100033,Redemption,434982,Telangana,Hyderabad,T30,26-35,Male,22.9,Mandate,Verified
INV002694,10/27/2024,120843,SIP,8519,West Bengal,Kolkata,T30,26-35,Male,12.9,Cheque,Verified
INV000505,10/27/2024,125498,SIP,44527,Rajasthan,Jaipur,T30,36-45,Male,40.9,UPI,Verified
INV002400,10/27/2024,119094,Redemption,171508,Punjab,Chandigarh,T30,36-45,Male,15.5,Mandate,Pending
INV002400,10/27/2024,125498,SIP,11180,Punjab,Chandigarh,T30,36-45,Male,15.5,Net Banking,Verified
INV004925,10/27/2024,119551,SIP,2178,Maharashtra,Pune,T30,18-25,Female,5.4,Mandate,Verified
INV003851,10/27/2024,119094,SIP,59239,Karnataka,Bangalore,T30,46-55,Male,60.6,Cheque,Verified
INV003538,10/27/2024,120507,SIP,1617,Telangana,Hyderabad,T30,26-35,Male,14.4,Mandate,Verified
INV001180,10/27/2024,102886,Lumpsum,169026,Telangana,Hyderabad,T30,26-35,Male,10.5,UPI,Verified
INV004052,10/27/2024,149323,Redemption,304222,Uttar Pradesh,Agra,B30,26-35,Female,15.5,Net Banking,Verified
INV001694,10/27/2024,148568,SIP,2829,Punjab,Amritsar,B30,46-55,Female,36.8,UPI,Verified
INV001027,10/27/2024,148567,SIP,1821,West Bengal,Kolkata,T30,46-55,Female,62.7,Mandate,Verified
INV000652,10/28/2024,120844,SIP,560,Delhi,Gurugram,T30,26-35,Male,8,Cheque,Verified
INV003310,10/28/2024,120503,Redemption,37742,Telangana,Hyderabad,T30,26-35,Male,8,Net Banking,Verified
INV003712,10/28/2024,119095,Lumpsum,497490,Maharashtra,Pune,T30,46-55,Male,82.6,UPI,Verified
INV000297,10/28/2024,148569,SIP,5130,Gujarat,Ahmedabad,T30,26-35,Male,13,UPI,Verified
INV002237,10/28/2024,120505,SIP,477,Uttar Pradesh,Agra,B30,46-55,Male,23.1,Cheque,Verified
INV001624,10/28/2024,119551,SIP,4551,Uttar Pradesh,Lucknow,T30,26-35,Female,18.4,Net Banking,Verified
INV000658,10/28/2024,101206,Lumpsum,175423,Gujarat,Ahmedabad,T30,26-35,Male,14.1,Net Banking,Verified
INV001908,10/28/2024,101208,SIP,508,Uttar Pradesh,Kanpur,B30,26-35,Female,22.6,Mandate,Verified
INV004866,10/28/2024,102885,Lumpsum,284697,Madhya Pradesh,Bhopal,B30,36-45,Male,14.6,Cheque,Verified
INV004507,10/28/2024,120507,SIP,2116,West Bengal,Kolkata,T30,18-25,Female,6.4,Net Banking,Verified
INV003663,10/28/2024,119120,Lumpsum,430524,Delhi,Gurugram,T30,26-35,Female,19,UPI,Verified
INV000374,10/28/2024,120505,Lumpsum,307887,West Bengal,Kolkata,T30,18-25,Female,4.1,Cheque,Verified
INV003215,10/28/2024,120842,Lumpsum,99754,Gujarat,Surat,T30,26-35,Female,20.9,Mandate,Verified
INV002554,10/28/2024,101207,SIP,5595,Madhya Pradesh,Bhopal,B30,18-25,Male,5.4,Net Banking,Verified
INV004807,10/28/2024,119120,SIP,463,Maharashtra,Mumbai,T30,36-45,Male,31.4,Mandate,Verified
INV004811,10/28/2024,125498,SIP,2832,Punjab,Amritsar,B30,26-35,Female,9.4,Cheque,Verified
INV002087,10/28/2024,119120,SIP,5175,Delhi,Gurugram,T30,26-35,Male,24.8,Cheque,Verified
INV003109,10/28/2024,125497,Lumpsum,114402,Delhi,Gurugram,T30,26-35,Male,22.8,Cheque,Verified
INV000725,10/28/2024,101207,SIP,29167,Telangana,Hyderabad,T30,18-25,Male,6.9,Net Banking,Verified
INV001554,10/28/2024,149323,SIP,5439,West Bengal,Kolkata,T30,18-25,Female,7.2,Net Banking,Verified
INV001019,10/28/2024,120505,SIP,4965,Madhya Pradesh,Indore,T30,26-35,Male,10.6,UPI,Verified
